Task_ID,User_ID,User_Clearance,Policy_Level,Policy_Compartment,Action,Task_Difficulty,Requested_Resources,Decision,Reason,VM_ID,VM_Level,VM_Compartment,Eligible_VM_Count,Allocation_Score,In_Place_Scaled,Resource_Allocated,VM_Remaining_Resources_After,Alloc_Status_Key
1931,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1931
1932,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-13,L0,finance,2,0.2404,no,1,131,alloc_status_1932
1933,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,1,0.443915,no,3,34,alloc_status_1933
1934,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-03,L2,finance,2,0.347085,no,2,131,alloc_status_1934
1935,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1935
1936,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-17,L4,finance,2,0.438345,no,3,61,alloc_status_1936
1937,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.46272,no,4,71,alloc_status_1937
1938,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1938
1939,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1939
1940,user_L2,L2,L2,research,read,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1940
1941,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1941
1942,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1942
1943,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1943
1944,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.24235,no,2,129,alloc_status_1944
1945,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.44979,no,4,30,alloc_status_1945
1946,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.349705,no,4,127,alloc_status_1946
1947,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1947
1948,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-17,L4,finance,2,0.44029,no,4,57,alloc_status_1948
1949,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.465305,no,4,67,alloc_status_1949
1950,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1950
1951,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1951
1952,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1952
1953,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1953
1954,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1954
1955,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1955
1956,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.242975,no,3,196,alloc_status_1956
1957,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,1,0.4576,no,3,27,alloc_status_1957
1958,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.35493,no,4,123,alloc_status_1958
1959,user_L3,L3,L3,research,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1959
1960,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-05,L4,finance,1,0.454435,no,3,19,alloc_status_1960
1961,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-18,L5,research,1,0.46787,no,6,61,alloc_status_1961
1962,user_L0,L0,L0,research,exec,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1962
1963,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1963
1964,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1964
1965,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1965
1966,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1966
1967,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1967
1968,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-13,L0,finance,2,0.246275,no,3,126,alloc_status_1968
1969,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,1,0.463475,no,3,24,alloc_status_1969
1970,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.36017,no,4,119,alloc_status_1970
1971,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1971
1972,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,1,0.459135,no,4,15,alloc_status_1972
1973,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.471745,no,4,57,alloc_status_1973
1974,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1974
1975,user_L1,L1,L1,finance,write,medium,5,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1975
1976,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1976
1977,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1977
1978,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1978
1979,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1979
1980,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.246865,no,3,193,alloc_status_1980
1981,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-14,L1,research,1,0.39805,yes,5,94,alloc_status_1981
1982,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-03,L2,finance,2,0.365395,no,2,117,alloc_status_1982
1983,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1983
1984,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.465425,no,5,10,alloc_status_1984
1985,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,1,0.474345,no,5,52,alloc_status_1985
1986,user_L0,L0,L0,research,exec,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1986
1987,user_L1,L1,L1,finance,write,medium,5,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1987
1988,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1988
1989,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1989
1990,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1990
1991,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1991
1992,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.250805,no,1,192,alloc_status_1992
1993,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-14,L1,research,1,0.405875,no,5,89,alloc_status_1993
1994,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.36798,no,4,113,alloc_status_1994
1995,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1995
1996,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-05,L4,finance,1,0.473235,no,3,7,alloc_status_1996
1997,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.47755,no,4,48,alloc_status_1997
1998,user_L0,L0,L0,research,exec,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_1998
1999,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_1999
2000,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2000
2001,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2001
2002,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2002
2003,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2003
2004,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.25209,no,3,189,alloc_status_2004
2005,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.41372,no,4,85,alloc_status_2005
2006,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-03,L2,finance,2,0.373205,no,2,111,alloc_status_2006
2007,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2007
2008,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-05,L4,finance,1,0.477935,no,3,4,alloc_status_2008
2009,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,1,0.48015,no,5,43,alloc_status_2009
2010,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2010
2011,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2011
2012,user_L2,L2,L2,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2012
2013,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2013
2014,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2014
2015,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2015
2016,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.25215,no,2,124,alloc_status_2016
2017,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.419975,no,4,81,alloc_status_2017
2018,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-15,L2,finance,2,0.37327,no,2,126,alloc_status_2018
2019,user_L3,L3,L3,research,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2019
2020,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.41874,yes,5,74,alloc_status_2020
2021,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,1,0.48337,no,5,38,alloc_status_2021
2022,user_L0,L0,L0,research,exec,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2022
2023,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2023
2024,user_L2,L2,L2,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2024
2025,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2025
2026,user_L4,L4,L4,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2026
2027,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2027
2028,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.25603,no,2,187,alloc_status_2028
2029,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.42625,no,4,77,alloc_status_2029
2030,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.37579,no,3,108,alloc_status_2030
2031,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2031
2032,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.4253,no,5,69,alloc_status_2032
2033,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.486625,no,4,34,alloc_status_2033
2034,user_L0,L0,L0,research,exec,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2034
2035,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2035
2036,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2036
2037,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2037
2038,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2038
2039,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2039
2040,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.25609,no,2,122,alloc_status_2040
2041,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-14,L1,research,1,0.43214,no,5,72,alloc_status_2041
2042,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.375855,no,3,123,alloc_status_2042
2043,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2043
2044,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.431825,no,5,64,alloc_status_2044
2045,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.489175,no,4,30,alloc_status_2045
2046,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2046
2047,user_L1,L1,L1,finance,write,medium,5,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2047
2048,user_L2,L2,L2,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2048
2049,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2049
2050,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2050
2051,user_L5,L5,L5,finance,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2051
2052,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.258615,no,2,185,alloc_status_2052
2053,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-14,L1,research,1,0.43729,no,5,67,alloc_status_2053
2054,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-03,L2,finance,2,0.37973,no,2,106,alloc_status_2054
2055,user_L3,L3,L3,research,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2055
2056,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,1,0.438335,no,4,60,alloc_status_2056
2057,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.491775,no,4,26,alloc_status_2057
2058,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2058
2059,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2059
2060,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2060
2061,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2061
2062,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2062
2063,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2063
2064,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.259995,no,2,120,alloc_status_2064
2065,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,1,0.442455,no,3,64,alloc_status_2065
2066,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.379795,no,4,119,alloc_status_2066
2067,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2067
2068,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.443575,no,5,55,alloc_status_2068
2069,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.494375,no,4,22,alloc_status_2069
2070,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2070
2071,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2071
2072,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2072
2073,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2073
2074,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2074
2075,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2075
2076,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.261235,no,1,184,alloc_status_2076
2077,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,1,0.445555,no,3,61,alloc_status_2077
2078,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.382315,no,4,102,alloc_status_2078
2079,user_L3,L3,L3,research,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2079
2080,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.450085,no,5,50,alloc_status_2080
2081,user_L5,L5,L5,research,read,medium,6,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2081
2082,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2082
2083,user_L1,L1,L1,finance,write,medium,5,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2083
2084,user_L2,L2,L2,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2084
2085,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2085
2086,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2086
2087,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2087
2088,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.262535,no,3,181,alloc_status_2088
2089,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.448655,no,4,57,alloc_status_2089
2090,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.38502,no,4,115,alloc_status_2090
2091,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2091
2092,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,1,0.45661,no,4,46,alloc_status_2092
2093,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,1,0.496925,no,4,18,alloc_status_2093
2094,user_L0,L0,L0,research,exec,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2094
2095,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2095
2096,user_L2,L2,L2,research,read,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2096
2097,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2097
2098,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2098
2099,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2099
2100,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-13,L0,finance,2,0.26392,no,3,117,alloc_status_2100
2101,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.45279,no,4,53,alloc_status_2101
2102,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.38748,no,4,98,alloc_status_2102
2103,user_L3,L3,L3,research,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2103
2104,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,1,0.461835,no,5,41,alloc_status_2104
2105,user_L5,L5,L5,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2105
2106,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2106
2107,user_L1,L1,L1,finance,write,easy,4,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2107
2108,user_L2,L2,L2,research,read,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2108
2109,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2109
2110,user_L4,L4,L4,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2110
2111,user_L5,L5,L5,finance,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2111
2112,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.266475,no,3,178,alloc_status_2112
2113,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,1,0.45694,no,4,49,alloc_status_2113
2114,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.39021,no,4,111,alloc_status_2114
2115,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2115
2116,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,1,0.46836,no,4,37,alloc_status_2116
2117,user_L5,L5,L5,research,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2117
2118,user_L0,L0,L0,research,exec,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2118
2119,user_L1,L1,L1,finance,write,easy,3,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2119
2120,user_L2,L2,L2,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2120
2121,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2121
2122,user_L4,L4,L4,research,read,easy,3,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2122
2123,user_L5,L5,L5,finance,read,medium,5,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2123
2124,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.269795,no,2,115,alloc_status_2124
2125,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,1,0.461055,no,3,46,alloc_status_2125
2126,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.390925,no,3,95,alloc_status_2126
2127,user_L3,L3,L3,research,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2127
2128,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,1,0.473585,no,4,33,alloc_status_2128
2129,user_L5,L5,L5,research,read,easy,4,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2129
2130,user_L0,L0,L0,research,exec,easy,2,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_2130
2131,user_L1,L1,L1,finance,write,medium,5,DENIED,PLACEMENT_DENIED,none,none,none,0,,no,0,0,alloc_status_2131
